No.,Comment,Label
6527,con chó ashe,2
6528,2 th?ng l?n bot d?t vãi con c?c ?éo lo ?ánh,2
6529,con ?? m? mày gank thì ngu ng?m mom~ vào,2
6530,Bá ?i?n bl khá v?p,2
6531,s?a l?m vãi c? l?n,1
6532,gáy xong ph? nh?t tem :)),1
6533,bot ch?t nhi?u th?,0
6534,l?n ngu vãi c?c ?éo hbiet sao gankj,1
6535,?ánh ???c,0
6536,gáy vs h? 2 là d? r?i,1
6537,l?i chat ?ng su?t ??u game h,1
6538,tao cover mid v?i top cho,0
6539,14 m?ng,0
6540,ai ?ng,1
6541,?ng cái con m? mày,2
6542,G2 ?ánh con c?c gì v?y ???/,2
6543,rác ad,2
6544,nói gank ngu thì cãi,2
6545,th?ng l?n sp,2
6546,tao b?o unti vào ad nó ?? tao unti,0
6547,?éo ?ánh,1
6548,Gen cayyyy,0
6549,th?ng ad bán ?? à ae,2
6550,?ã ping th? mà ?éo ?ánh,1
6551,unti ad nó tao gi?t ?c,0
6552,?ánh r?ng,0
6553,top xg r?ng,0
6554,s? gi?,0
6555,vl h?t r,1
6556,robo trái c?y,0
6557,sp di chuy?n chán th?,0
6558,ra cover cho r?ng ch?y,0
6559,team nó ? ??y,0
6560,khó dabg vkc,1
6561,khó dabg vãi con c?c,1
6562,m? bot nó xanh quá,2
6563,mày unti ad nó,0
6564,?? tao r,0
6565,??y cao lên là ?c,0
6566,ad nó tao unti ?c là trúng,0
6567,th?ng sp c? b?n r ad nó thôi,0
6568,thi?u tao ama,0
6569,Yagao ác th?t ae à,0
6570,thua ???ng,0
6571,SE ngu l?n,2
6572,chán vãi c? l?n,1
6573,cái b?i ?en thui,0
6574,ch?i luôn à,0
6575,chovy m?p v?y,2
6576,cho tao,0
6577,nó có ward r?i,0
6578,tao làm th? r?i,0
6579,có ward thì tao ch?u,0
6580,tao ?ánh h?t r?i ??y,0
6581,end ???c không,0
6582,xem gi?i trí vãi ?ít,1
6583,?n r?i ??y ?i,0
6584,tao unti c? l? r?i,0
6585,end ???c,0
6586,mid ra là tao v?,0
6587,Giã g?o ch?c còn zin :)),0
6588,thua ??y,0
6589,gáy gáy v?y m?i vui m?y ông ? :))))),0
6590,tao ?ánh ???c mà,0
6591,ki?m soát 3r là win,0
6592,nó ?n kìa,0
6593,win thôi,0
6594,xin game,0
6595,vl các b pick team ??nh quá,1
6596,vãi l?n các b pick team ??nh quá,1
6597,2 th?ng ngu này,2
6598,?n sao ???c,0
6599,sao không ???c,0
6600,cá s?u này m?c c?n ch?c luôn,2
6601,Con cá sâu ph? vãi l?n ph? c? gáy,2
6602,m?t tgian vãi c? l?n,1
6603,?éo có l?n sau,1
6604,c?m yone h?i kém,0
6605,game gi?i trí ?úng ngh?a,0
6606,cme mày,2
6607,Ad bay ác :)),0
6608,AD mù m?t à ??,2
6609,thi ??u nh? v?y m?i vui kkkkk,0
6610,bú bu?i cho top n t,1
6611,con c?c,1
6612,s? vãi l?n,1
6613,yone bot ?i,0
6614,??ng nh?c faker c?a t,0
6615,xu?ng bot,0
6616,Ng?i v?i l? nhóc cmt hài vãi l?n,2
6617,?éo anm,1
6618,thua nhi?u quá l?y cc l?i th? mà ?òi ??y l? ?,1
6619,luci canh 3r,0
6620,?éo ?n 3r,1
6621,th?ng ngu l?n,2
6622,g?p quá,0
6623,thua nhi?u quá l?y con c?c l?i th? mà ?òi ??y l? ?,1
6624,lag end luôn ?i,0
6625,không tí v?ng không hay,0
6626,ggwp,0
6627,v? th?ng c? mày ?i,2
6628,se ch?ng nào ?ánh v?y anh em,0
6629,o kai,0
6630,zed làm trò gì ??y,0
6631,có lm gì ?âu,0
6632,sao m?y th?ng bay gà rau,2
6633,ys làm con c?c gì v?y,2
6634,combat mày ?i ?âu th?,0
6635,ghé vào tai sát b? môi,0
6636,thách nó ??ng,0
6637,ai ch?m ?c nó,0
6638,th?ng l?n,2
6639,hâm à,1
6640,top spell,0
6641,2 heal,0
6642,cái n?a r?ng ?i,0
6643,fam mdi,0
6644,vlin m?y ông g2 này :)),2
6645,ch? có,0
6646,tao xanh th? mà,0
6647,mid nó b?n,0
6648,free,0
6649,mid b?n ?au,0
6650,vãi l?n m?y ông g2 này :)),2
6651,không v? là ch?t,0
6652,mid xu?ng kìa,0
6653,v? thôi,0
6654,Bá ?i?n Ngu ??n V?p Ng?ng Líu L??i,2
6655,cái manghj nh??ng ?c,0
6656,thì ?éo nh??ng,1
6657,m?ng nguyowfng là tao ch?t,0
6658,thì nh??ng,0
6659,??n thì thôi,1
6660,tao lên ap nhé,0
6661,lên ad ?i,0
6662,lên tank,0
6663,ph? dame cho ad mày,0
6664,tao lên ap là ngon nh?t r?i,0
6665,lên ph? lính mày ?i,0
6666,ch?t ch?t,0
6667,con mia vl,2
6668,con mia vãi l?n,2
6669,m ch?i ?óng b?ng th?,0
6670,ngu d?t,1
6671,?úng là Châu Âu n?i sinh ra meta mà,0
6672,lui,0
6673,cù lao time,0
6674,dm cast h?t vcs r ??n t?n msi ko tien b? ch? ch?i trách ?.j nx,1
6675,ping,0
6676,ph?i ??ng ký kênh ?? vào b?o th?ng bình viên im m?m vào,2
6677,rác,0
6678,thi?u 1 dam,0
6679,xàm l?n,1
6680,?ù má cast h?t vcs r ??n t?n msi ko tien b? ch? ch?i trách ?éo j nx,1
6681,không th?y ak,0
6682,v?y là ???c r?i,0
6683,dame ???c nhé,0
6684,này thì h?t gi?ng s? 1,0
6685,cái l?n má 1.5,1
6686,?a nó ?ánh v?y ai trên top v?y,0
6687,zed,0
6688,clm nó m?nh quá r?i,1
6689,cái l?n má nó m?nh quá r?i,1
6690,nnghi~,0
6691,xong r?i,0
6692,game này nát r?i,0
6693,h?t mu9n ?ánh r?i,0
6694,quá nan~,0
6695,g dùm tao,0
6696,d?t,1
6697,duium.e ?ánh cái cc gì n?a mà ?ánh,1
6698,?? m? ?ánh cái con c?c gì n?a mà ?ánh,1
6699,mày tu?i l?n,2
6700,Stage x?n ph?t,0
6701,cay quá,0
6702,chú bé ??n 1 7,2
6703,sp ?âu r?i,0
6704,theo tao,0
6705,mày r là tao vabng ra,0
6706,1 8 ch? 1 7 dou,0
6707,Sao Sao Saooooo. gáy n?a ?i :))),1
6708,mày ?i ra,0
6709,?? tao núp thôi,0
6710,bóp tao th?,0
6711,th?y top bn ch?a,0
6712,v?t th?ng sp,0
6713,rác quá ?ó mà,1
6714,ch?a có r,0
6715,duuma th?ng top ? ?ó ?éo ?ánh,1
6716,sân kh?u ? ?âu v?y,0
6717,?ánh cái con c?c gì v?y tr?i,1
6718,không r ch?c th?ng ad s?ng,0
6719,sao không spmh,0
6720,Caps h?c C7N ?ánh Nautilus mid,0
6721,duuma ad ngta ?ánh ác vãi c?c,1
6722,thua lun,0
6723,ad mình target xàm l?n,1
6724,cayy vãi c?c luôn,1
6725,next dùm tao,0
6726,nó khai thác ys v?i ad nhi?u quá,0
6727,2.10 2.7,0
6728,ngu m?i b? khjai thác nhi?u,1
6729,tao b?o r?i thua 30 thi nh?c vãi c? l?n,1
6730,2-2 3-1,0
6731,v?y mày gà h?n tao,2
6732,Sao chovy béo v?y nh? . ?n nhi?u vc,2
6733,cho mày m?ng,0
6734,?? mày bu?n,0
6735,sao nay chovy l?i nói ti?ng trung th? m?i ng??i,0
6736,bm b? hell elo,0
6737,ch? c?n r?ng h?t 5 th?ng thì tao s? chat r,0
6738,hay elo tao cao v?y,0
6739,mic,0
6740,game hài h??c,0
6741,gi?i trí,0
6742,hell elo r?i,0
6743,g?p t thì t c?ng cay,0
6744,?ánh ngáo vãi l?n,1
6745,b? mày thích,1
6746,b?o sao thua,0
6747,thua ch?a,0
6748,g?n r?i,0
6749,sp mình,0
6750,pick con sp,0
6751,??n ??n,1
6752,gank n mà v?n ngu h? j4,2
6753,ngu v?a thôi jax à,2
6754,ngu t? ái,1
6755,Không c??i = ))),0
6756,?i r?ng nh? ?i top,0
6757,?ánh toàn t??ng lao vào,0
6758,xong r?i ??ng m?i th?ng 1 góc,0
6759,súc v?t s?a,1
6760,b?t tao m?i win ?c,0
6761,ngu l?m j4 ?i,2
6762,s?a lên nào,1
6763,Lag nh?,0
6764,Gi?t quá s?p ?i,0
6765,C? bình t?nh,0
6766,Lên th? ?i,0
6767,Spam ác,0
6768,xíu v? ?ánh giao l?u thì geng g?t h?t,0
6769,out trình vãi c? l?n,1
6770,Gánh d? d?y,0
6771,Gi?ng k?t c?c c?a gam,0
6772,top v?a out v?a b? counter,0
6773,?ánh v?y psg nó v? s?p m?t l?n,1
6774,B?p,0
6775,Nói nhi?u quá,0
6776,Búng ch?t nó ?i anh em,0
6777,Ad non d?y,2
6778,Tay ch?m không ch?i con này ???c ?âu,0
6779,Vui thôi ae c?ng th?ng th?,0
6780,B?y nha,0
6781,??t,1
6782,??t m? b?n m,1
6783,B? ra rìa r?i,0
6784,nai x?,0
6785,anh c? quát em,0
6786,l?n sao ai dám ch?i =))),0
6787,chê ác :)),0
6788,mong bá ?i?n bl thêm cho t?i anti nghe ch?i haha,2
6789,th?t v?ng không th?y áo tr?ng n?a,0
6790,nextttt,0
6791,thua xa cái sân kh?u Liên quân h?i Seagames VN nhé,0
6792,clm ?ang ?n,1
6793,cái l?n mé ?ang ?n,1
6794,kh?ng khi?p,0
6795,cíu :v,0
6796,"G?y lao ??p l?ng Loud, Lulu c?m g?y Nidale phóng lao má c??i ?a =)))))))))))",0
6797,ghê vãi c? l?n,1
6798,t?m v,0
6799,Má ác =)),0
6800,t?m quá,0
6801,khi?p,0
6802,l? xúc v?t se ?ánh thì ngu ?òi ?i msi à,0
6803,Gam thua 0_2 nhanh v?y,0
6804,?úng luôn m?i ch?u :)),0
6805,mao ph?c,1
6806,SE ngu v?n cay hhahaha,2
6807,nhi?u th?ng th? hi?n d?y ch?i game th? nh? ?,0
6808,b?o ý th?c kém l?i t? ái,0
6809,mai SE vs GG nha ae,0
6810,10h t?i mai,0
6811,Toxic vãi l?n,1
6812,palyin thi?t k? ki?u underground này là ??p r?i,0
6813,drama vãi l?n,1
6814,clg ??y,1
6815,cái l?n gì ??y,1
6816,Còn k ae,0
6817,se con ?n c?t trong hang ?i,2
6818,gi?ng th??ng vãi =))),0
6819,T?i b? m?,1
6820,"?? im cho ng??i ta ch?i, m?y th?ng ??n ??n này c? thích spoil v?y nh?",2
6821,SE t?n lùi,2
6822,SE ?ánh chung k?t v?i DRX,0
6823,vãi bìu li?n,1
6824,múc ?i s? gì,0
6825,a nâng 1 kh?u súng lúc b?n dame cao nh?t ý,0
6826,thôi ??ng múc,0
6827,mãi là anh em :)))),0
6828,ái chà,0
6829,ch?nh chó,1
6830,SE kiep sau danh,2
6831,B?n quy?n cái l?n,1
6832,Li?u GAM có th? ?n ???c v?i GG ko ta ?,0
6833,nhìn ?ã vãi l?n :))))),1
6834,Con tró lày :)),2
6835,ch? là game thui mà,0
6836,win em cho ch? gái em :)),0
6837,gg m? ?i,1
6838,ch?i dc ko mà nói nh? th?t,0
6839,b?t máu th?p nh?t ch?a?,0
6840,v?t allain vào s?t rác ?i,0
6841,alian ko nên ch?y,0
6842,thuaaaa ?iii thuaaaa ?iii,0
6843,a gà vcl,1
6844,Chooooovyyyy ?ã ?i r?i,0
6845,lag,0
6846,toàn l?y m?ng ko?,0
6847,?ánh mù m?t,0
6848,anh gà vãi c? l?n,2
6849,SE ?ánh vòng b?ng luôn r?i,0
6850,??p tr? ?êêêêê,0
6851,tr? 60 ?i?m ??o ??c,0
6852,con này kh?e l?m,0
6853,3h SE ?ánh,0
6854,khi?p b?t toxic,0
6855,GAM 20 GG và v? h?t m?y th?ng t? nh?ccccc,2
6856,M?y ông VCS ?n m?c Chán vãi l?uuu,2
6857,choi nhu cai dac cau,1
6858,?Ã NGUU CÒN CHS ALLAIN,0
6859,hùng gà vl,2
6860,"d?i v nó kh?ng ch? trc ch?t m? r, k bt nói nh? dr",1
6861,hayate mang t?c bi?n ok ko mn,0
6862,g?i ti?n vô ngân hàng xong c??p ngân hàng ?ó thì hóa ra t? c??p ti?n mình :)),0
6863,l?i núp,0
6864,tham lam là d? r?i,0
6865,skip nhanh ?? xem GAM ?ánh,0
6866,b?n chí c?t,0
6867,hack r,0
6868,ngáo th?,1
6869,?úng ??i,0
6870,v?n xài ?c,0
6871,cái áo c?a chip già,0
6872,th? h?ng v?n dùng ?c,0
6873,Bu?n nôn quá :)),0
6874,Súng có v? ??p :))),0
6875,kh?u này nâng c?p max dmg to c?c a à,0
6876,Súng uy l?c,0
6877,game kinh d? h? m?i ng??i,0
6878,game hài ??y c?u,0
6879,tài khéo,0
6880,nó ?ang ??y,0
6881,gen v?i gam dc cúp khôn nhà d?i ch?,0
6882,ko ?eo kh?u trang h? anh,0
6883,a mép h?i ?u,0
6884,Anh nào t? tin th? nh?,0
6885,Thôi xong,0
6886,?a ?a m? h?i vi?n h?,0
6887,ôn bài ch?m th?,0
6888,?i tù man,0
6889,ngh? ló chán :)),0
6890,th?n báo,0
6891,ban m?y l?n mà v?n spam thì ko có ý th?c r?i =)),0
6892,b?t ng? ch?a,0
6893,h?i nqu vãi c? l?n =)),1
6894,@@ sai h?t ?i,0
6895,dí ác,0
6896,b? d? ??y anh ?i =)),0
6897,kh?u ác,0
6898,không giòn ?âu ??,0
6899,th?y còn c? v?,0
6900,ng??i nhà BTC và BTC b?o ch?i,0
6901,toàn th?n dùi :)),0
6902,b?m ác,0
6903,Ng??i ko ch?i th??ng r?t sung :)),0
6904,anh s? à,0
6905,Toàn b?m ??u th? này =)),0
6906,th?n dí kinh =)),0
6907,k ch?n là h?p ný =))),0
6908,mé d? nh?,0
6909,À team kia th?ng thì sông,0
6910,ông kia ca m? run :))),0
6911,hi?u r n?u team ??y th?ng thì ông ý s?ng,0
6912,trao phân g?i th?n,0
6913,nói cc gì v??,1
6914,"H?i D??ng bth , 2 ông kìa thì ch?u",0
6915,C?u nguy?n ?i b ?i =))),0
6916,Kéo co,0
6917,h?i nh?m,1
6918,Bá ?i?n ng??i 36,0
6919,Quao,0
6920,Aay ya,0
6921,cú l?a,0
6922,biet ngay ma,0
6923,Gengu thì truy?n th?ng ra qu?c t? lót ???ng mà,0
6924,A khôi nh? giáo viên ý nh?. =))),0
6925,?ã,0
6926,kinh r?i,0
6927,chung s? ph?n :))),0
6928,Gung gung,0
6929,ông l? nh? ki?u bet kèo =))),0
6930,À là bet =))),0
6931,g?i th?y l?p ?àn c?u kh?n ?i,0
6932,bài h?c ??u tiên là ??ng tin,0
6933,ng?i thi?n luôn mà =)),0
6934,ng??i ch?i h? tâm linh,0
6935,2 súng 2 bên :)))),0
6936,spam icon ?,0
6937,e ?ang xem a ?i :)),0
6938,xem a7 ghi bàn,0
6939,em anh ?i,0
6940,Anh em ko spam icon nhé ah ,0
6941,nhi?u ng??i b? thanh trùng v?y :)),0
6942,tham gia thành viên còn ráng spam ?? b? ban,0
6943,spam làm gì k bi?t?,0
6944,? kìa có ph?i Tôm gì ?ó ko ...,0
6945,x?p moi mà ??ng coi thôi không nói gì ch?c ng?u ?ét luôn,0
6946,1 ch?i 6 :)))),0
6947,c?ng ?ét,0
6948,h?i vì b? l?n ti?ng ch? kp h?i m?y ông,0
6949,h?i gì khó h?n ?i,0
6950,team si?c r?p h?ng 7 à :))),0
6951,C?ng th?,0
6952,Nói r?i haha,0
6953,?ây r?i thanh tr?ng l?n nhau r,0
6954,U?y,0
6955,Ra rìa là ?? b? b?n,0
6956,Mãi là ae,0
6957,Bún c? nên,0
6958,Toàn game nhân ph?m =))),0
6959,M?i la Ganbu xong :))),0
6960,? gi?a d? ?n ??n nh?t,0
6961,? gi?a ki?u gì c?ng ch?t tr??c,0
6962,bún vô ??ch r?i!,0
6963,"có 1 kh?u thôi,? ?âu ch? ch?t",0
6964,c?y két là s?p ??nh,0
6965,? gi?a l?c ??n c?ng ch?t :)),0
6966,??m trc l?y l?i th?,0
6967,vl FA c?a ng??i âm,1
6968,Hí anh v?a ?i ch?i noel vêf,0
6969,shopee siêu sale âm,0
6970,ko ra dao ?âu,0
6971,anh quá ?áng có tâm l?m luôn,0
6972,l?i m?t máu r anh ?i,0
6973,cháu chào anh,0
6974,B?m Key tr??c r?i t?i hòm anh ?i,0
6975,dao,0
6976,nh?c xôi tí,0
6977,?íu ra daooooooooo,0
6978,Không spam các b?n ?iiiii,0
6979,ra ?? long ?ao này,0
6980,còn ch?i là còn g?,0
6981,ng ko bao h th?ng là ng??i th?ng,0
6982,ui s? quá s? quá ph?i ban nó thôi,0
6983,"game này c?a vng à, hút máu th?",0
6984,dao bluetooh,0
6985,noel ám ?nh,0
6986,B?t nh?c sàn m? cho máu a ?i,0
6987,Nãy h dc dao ch?a ae ?,0
6988,tram kam,0
6989,form KTX khu A DHQG,0
6990,thà nh? th? thà r?ng nh? th? :))),0
6991,Quá tam ba b?nnnnnnn,0
6992,g?i ch? trang xu?ng m? anh zai ?i,0
6993,M? cái hòm c?a key d? kia xog là ra,0
6994,m? gi? này là sai r?i anh ?i.,0
6995,Anh ?i ??ng nghi?n n?a...,0
6996,quá ?au lòng,0
6997,nh?c lên anh ?i,0
6998,nghien la toang roi,0
6999,chuyên nghi?p vãi l?n:DD chia ra nh? phim luôn,1
7000,chán a vl,2
7001,Ms ?c 1 ?? ?? ?ungs ?en ?c,0
7002,dao ?ê,0
7003,?n close cho nhanh,0
7004,g?i tùng sói lên m? hòm ?i anh dai,0
7005,Cho cái ??i thua t? ??u ??n cu?i vào ?ánh ? Gi?m h?t c? ch?t l??ng VCS,0
7006,có công mài s?t có ngày ?n bánh bao mà không có tr?ng cút,0
7007,nhìn cu?n vãi c? l?n,1
7008,ng?i vèo cái 1 ti?ng ch? ra m? gì,1
7009,Mang se ??n v?i chúng tôi,0
7010,Vailon luôn,1
7011,?ánh r?i máy m?nh,0
7012,t tiên tri 23:36 ra dao,0
7013,M?t tôi màu xanh r,0
7014,15 tr bay,0
7015,c? b?c ez,0
7016,Tháng 7tr mà quay 25tr :v,0
7017,Dnt m?t z?y vl 1tr thì k? nó luôn ?i,1
7018,Dnt m?t z?y vãi l?n 1tr thì k? nó luôn ?i,1
7019,anh ko s? b?n quy?n ak,0
7020,V? TAN TH?T R?I,0
7021,b?t l?c :V,0
7022,CÒN GÌ ?ÂU,0
7023,toan,0
7024,b? h?t =))) ko s? b?n quy?n n?a =))),0
7025,Chán l?m r?i :))))),0
7026,a b?t bài này t? n?m r?i các bác còn spam b?n quy?n :)) ch?u,0
7027,bài gì hay nh?,0
7028,? kìaaaa xin anh,0
7029,sang ch?n r?i :)))),0
7030,spam b?n quy?n cái ?éo gì,0
7031,se t?i ch?i,0
7032,dc m?y cái máy ?nh r còn j,0
7033,ông già noel,0
7034,key thôi a ei :>,0
7035,6 cái máy ?nh,0
7036,không lòng vòng anh nh? h?i phòng. thích anh r?i ph?i không,0
7037,th?a thì xây thêm cái n?a a ?i,0
7038,b?t l?c vãi c? l?n =)))),1
7039,vl ???c,1
7040,ti?n t? thi?n,0
7041,quay ti?p anh ?i làm thêm give away,0
7042,coi ch?ng hack ti?n ?ó ah,0
7043,gáy to vãi l?n,1
7044,Ông già noel ?ó,0
7045,XMAS2020,0
7046,Xây ch?c cái c?u ?i a,0
7047,Xây lò n??c nóng a ?i,0
7048,xay cau,0
7049,ch?c nh?m m?y s? 0,0
7050,2 cau lien anh,0
7051,1000 key,0
7052,v?a ?? cây c?u mà,0
7053,xây thêm cái c?u n?a :v,0
7054,t? thi?n m?y cha,0
7055,200 keys n?a anh ?i,0
7056,m?y cái máy ?nh luôn,0
7057,H?i Phòng không lòng vòng anh ?iiiii =)),0
7058,ba ?e a,0
7059,k k?p nhìn :((,0
7060,g?p ?ôi c?u a ?i,0
7061,th?ng ngu s?a l?m 1 5 cái ?? má,1
7062,C?u này ch?c dát vàng,0
7063,l?i kh?u donate phát n?a,0
7064,xây c?u to anh oi,0
7065,h?i phòng ?ây r?i,0
7066,nhìn lát m?t :))),0
7067,không lòng vòng,0
7068,b? xây d?ng nhé,0
7069,ch?t ch?i ng??i d?i vler,0
7070,2 cây c?u,0
7071,???c th?c s?,0
7072,??nh c?a chóp,0
7073,cho anh cái ??a ch?. :V,0
7074,th?ng nh?ng khóc,0
7075,Phá k? l?c r?i,0
7076,lên ???ng,0
7077,100tr y95 tr?m c?m,0
7078,rich r?i,0
7079,"MBE x?ng là top 1, tóp t? ?áy ??m lên",0
7080,bu?n vãi ?ái a ?i,2
7081,chán th? l?i pubg hoài,0
7082,mang gam ??n ?ây,0
7083,?ánh thua m?y th?ng nh? là có th?t,0
7084,vui vãi l?n ??,1
7085,iq vô c?c,0
7086,h?i xuân r?i,0
7087,? kìa m?t quan ?i?m th? k bi?t n?a,0
7088,mai ki?u gì c?ng có clip ,0
7089,cháy nhà,0
7090,ki?u hoang mang,0
7091,?au tim vãi l?n,1
7092,vô ??ch r?i,0
7093,m?t m? r?i,0
7094,Dính nh?,0
7095,Nay a tap dính th?,0
7096,anh t? ch?c gi?i ao làng ?i,0
7097,Có cái ??c c?u a ?i,1
7098,em chi?n t??ng,0
7099,Tri?u Vân m?nh l?m anh bi?t ch?i ko em thì bi?t ch?i,0
7100,all-in ?i r?ng,0
7101,?? r?ng ?âu cha,0
7102,cung bão t? nó + 20% tóc ?ánh nhanh h?n,0
7103,gam có slayder n?a trùm luôn,0
7104,len cung di anh,0
7105,anh ch?i lumbua ?i r?ng ?i,0
7106,anh chs alain skin v2 á a ??p l?m,0
7107,c?ng m?t ra nhìn hài vãi l?n =))))))),1
7108,anh ch?i eslu ?i,0
7109,phê,1
7110,ch?c tr?n này thua,0
7111,xong tr?n t?o team m?i ?i anh ?i,0
7112,top thì l? b? là ok r,0
7113,ch?i zill ?i top ?i anh,0
7114,hùng gà,2
7115,anh ?ánh t? t? thôi,0
7116,anh ch?i m?y con chính trông chán l?m,2
7117,a hùng ?i,0
7118,Nghe nói ph?ng v?n chovy mà sao ông này béo v ae =)))),2
7119,roblox ?i th?ng hùng,0
7120,?? anh Hùng c?m alain là l?i t?t 1 sao =))),0
7121,ch?i natalya ?i anh,0
7122,cay ?? dái r à,0
7123,k múa nak à anh,0
7124,anh hùng bú win h?i nhi?u,2
7125,dung nhu trong phim luon,0
7126,anh hùng làm hành trình leo thách ??u bú win ik anh,1
7127,lên li?m,0
7128,lên giày kiên c??ng + ?ao truy h?n gi?m hút máu con veres trong giao tranh t?ng,0
7129,fan se t?i nay n?m ng? m? th?y lee c?a levi,0
7130,c? b? bay ??u nó ?i a,0
7131,lát chs skin khác ?i,0
7132,em nói ch? có chu?n,0
7133,t??ng thê nào,0
7134,?n nói xà l?,0
7135,nhìn ch?t t??ng bt thua r?i,0
7136,s?a con c?c,1
7137,tr?n sau chs skin khác ?i,0
7138,bh a ?i v,0
7139,blox fruit ?i anh ?i,0
7140,Thua game t?i th nper ch? ai,0
7141,tao b?t sp nó,0
7142,hello anh hùng,0
7143,anh ch?i m?y gamr quay l?i tu?i th? ?i anh zai,0
7144,a ch?i m?y game tu?i th? ?i a,0
7145,Em leo 4 ngày t? kim c??ng 2 cu th?o,0
7146,anh thua òi,0
7147,v? stream là ??p,0
7148,Nét luôn,0
7149,nh?c t?i là hình ?nh l?i hi?n ra :)),0
7150,sân ?è cay,0
7151,l?c phát l?c phát,0
7152,ý anh là ?? x?ng h? :)),0
7153,?i ?ua xe h?t r?i,0
7154,b? x??ng ?? nguyên có khi l?i hay a ?i :v,0
7155,giàu quá c?ng kh? :)),0
7156,?ây d?i,0
7157,??i gia nói chuy?n v?i nhau có khác,0
7158,Ko ch?y th?ng nhi?u ?âu anh,0
7159,Thi?u v?i :)),0
7160,d? b? thôi miên c?c :))),0
7161,S?p l?t m?t nh? l?t bàn tay :))),0
7162,Chi?n th? nh?,0
7163,k dc ??m s?p k dc ??m s?p,2
7164,tình ngh?a anh em :)))),0
7165,t??ng thu?c r =))),0
7166,SE ??c gì ?c ch?n ?i kìa ;))),0
7167,"tr?n ??u hay , tui fan trung l?p nên th??ng th?c tr?n v?n c?p ??u này",0
7168,?ua máy cày :)),0
7169,Ch? ???ng ??nh cao :)),0
7170,gung quá v?y anh :)),0
7171,Ki?p sau :))),0
7172,se ??c j dc ch?n,0
7173,V?a to v?a tròn=)),0
7174,L?i 1k,0
7175,tu?n này l??ng to luôn :v,0
7176,h?o v?,0
7177,Quên r?i :))),0
7178,còi xe ghét thi?t ch? :))))),0
7179,?iêu th?t ??y. ??o liên t?c t?c ?? ko ??i,0
7180,t?i se con ?âu sao ko gáy n?a :D,0
7181,SE c? thua game này ?? ???c ch?n mà k bi?t giám ch?n không,0
7182,khó th?t,0
7183,"??y like nào anh em ?i, game time",0
7184,out trình li?nnn,0
7185,vãi c? l?n máy cày :))))))))))))))))\,1
7186,ông c?nh sát này c?ng dai vl c?,2
7187,dai nh? ??a z =))),1
7188,ông c?nh sát này c?ng dai vãi l?n c?,2
7189,hôm qua g?p qu? aram kh bi?t ph?i a ch?i k,0
7190,vì ??ng ti?n mà :v,0
7191,làm ván kayn r?ng ?i ông,0
7192,t??ng t? anh là con nào v ?,0
7193,check di,0
7194,e xem v,0
7195,bao nhiêu ?i?m là lên dct th?,0
7196,B?a nào a rãnh duo giao l?u v?i em vài tr?n ?c ko a nh?,0
7197,Con kaisa gi? l?p trông nh? bìu z a,1
7198,:v con th?y long ??p mà an,0
7199,hôm qua g?p a hên ?n ?c 1 game,0
7200,bê vãi l?n,1
7201,nhanh con kip giò a khánh,0
7202,ngo khong dang meta ha anh trai,0
7203,tr?n a ?ánh lee 2-3 á,0
7204,nick ?ct à anhh,0
7205,Acc kia l?i l?i elo hay sao k th?y ?ánh n?a a,0
7206,tích chinh ph?c hay sao ?y,0
7207,gen win,0
7208,rên ác,1
7209,50 tr?n m?i thoát kh?i s?t,0
7210,R?ng meta này ?ánh con gì ?n a ?i,0
7211,M?nh quá,0
7212,"di chuy?n hay ??y m?i t?i tay h?i bé, m?t h?i ch?m tr?ng ph?t h?t = cút",0
7213,18 máu,0
7214,tr?n này mà th?ng top nó ko ra j mà sp nó xanh thì sp nó ch?i top cho ??n ch?t m?i thôi,0
7215,hahahah ??c s?n rank vàng r?i... tranh lane ho?c phá... tí xem 2 th?ng top bên nó tranh farm last hit lính m?i hài nek,0
7216,h?t xe :))),0
7217,rank gi day ong,0
7218,vô danh trc ngon h?n a,0
7219,Mù m?ttt,0
7220,unti ác,0
7221,tr?n này mà thua thì vui,0
7222,top tr?n này x?ng ?áng ?c vinh danh vì ph?i 1 vs 2 mà ko gi?n afk :)),0
7223,g??m suy vong xiên con m?c th?n l?m a,0
7224,nguyen lai ga,0
7225,"D??i rank này tí khai thác nó di chuy?n là bú a ?i , bình t?nh",1
7226,fiora ch?n hay quá,0
7227,nhìn c? t??ng rank vàng sever hàn :)),0
7228,rank vàng mà th? thì ch? có tool,0
7229,?ánh rank vàng lúc nào cx c?ng th?ng và hay nh?t,0
7230,sao hien dc thoi gian tren map hay z,0
7231,nick kia thach dau chua z,0
7232,con zac ?? ch?i max ping thì combo sao anh,0
7233,tool gi l?ch s? nhìn chán ??i th?,0
7234,?ánh kayn sát th? ?i a,0
7235,anh m?c áo khoác gi?a tr?a k nóng h? anh,0
7236,t??ng acc thì ông nh?n r?i. ch? là ?ánh chung v?i ae m?i ng 1 game cho vui,1
7237,cào th?n th?t s?,0
7238,Quá khó th?,0
7239,có ai cày thuê mid lane ko,0
7240,game 1 c? genngu ae all in,0
7241,auto win 6 mà @@,0
7242,tr?n sau Lee ik a,0
7243,kayn ?i a,0
7244,b? qu? ?ái =))),1
7245,th? éo nào mình ch?i phút 11 12 m?i bi?n ?c nh? :)),1
